"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"PaddlePaddle/PaddleHub","Awesome pre-trained models toolkit based on PaddlePaddle.（180+ models including Image, Text, Audio and Video with Easy Inference & Serving deployment)",false,768.6,0.7,4472,118,1008,654,552,25,"deep-learning, pre-trained, model, awesome, nlp, paddlehub, vision",41,313,237,0.87,7.77,3.74,5.43,6.5,8.88,30.15,17.55,11.14,,,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,59,100,234,255,289,307,332,361,389,454,544,907,1067,1162,1252,1451,1605,1703,1969,4185,4455
"rougier/numpy-100","100 numpy exercises (with solutions)",false,2437.6,3.4,6257,185,3292,47,93,2,"python, numpy, binder, notebook, exercises",37,1,296,1.08,6.93,3.74,4.29,5.86,7.04,5.28,4.72,4.62,5.45,3.29,2.57,638,718,767,817,871,909,949,996,1037,1088,1137,1211,1305,1352,1571,1674,1740,1817,1885,1954,2012,2072,2131,2201,2271,2344,2696,2960,3216,3371,3567,3791,3978,4143,4301,4445,4564,4713,4838,4980,5158,5274,5387,5495,5639,5766,5891,6034,6249
"zhedongzheng/tensorflow-nlp","NLP and Text Generation Experiments in TensorFlow 2.x / 1.x",false,1417.7,40.4,1471,88,429,13,1,0,"tensorflow2, tensorflow-2, tensorflow, nlp, natural-language-processing, knowledge-graph, text-generation",1,1,113,0.41,11.26,3.74,0.29,0.36,0.26,0.3,0.28,0.31,0.34,,1.06,0,0,0,2,7,9,623,675,705,726,755,772,805,832,869,895,945,991,1050,1104,1122,1142,1178,1206,1222,1237,1257,1273,1281,1286,1298,1306,1314,1322,1337,1348,1357,1368,1382,1391,1406,1410,1418,1422,1434,1442,1452,1461,1471
"scikit-optimize/scikit-optimize","Sequential model-based optimization with a  `scipy.optimize` interface",false,1773.9,1.3,2011,62,380,521,469,22,"bayesopt, optimization, scientific-computing, python, machine-learning, hyperparameter, bayesian-optimization, binder",60,7,139,0.51,10.13,3.74,0.71,0.71,0.72,0.82,0.9,1.12,1.2,,1.13,248,286,304,349,372,410,479,528,554,578,605,628,661,703,736,781,834,872,910,943,977,1025,1065,1111,1133,1167,1206,1256,1302,1351,1393,1422,1463,1497,1526,1560,1597,1655,1688,1719,1770,1805,1840,1870,1911,1930,1962,1984,2007
"jacobgil/pytorch-grad-cam","PyTorch implementation of Grad-CAM",false,1337,17.6,1846,20,422,44,14,0,"deep-learning, pytorch, grad-cam, visualizations",7,1,131,0.48,10.4,3.73,2.43,2.71,2.47,3,2.67,2.4,1.99,,1.38,0,0,0,0,0,65,71,80,90,100,104,118,130,143,162,183,199,210,228,248,268,292,319,356,382,406,443,499,549,601,661,711,754,795,848,918,962,1007,1068,1136,1190,1255,1349,1408,1493,1563,1666,1761,1838
"dmlc/gluon-cv","Gluon CV Toolkit",false,1066.8,0.8,4501,161,1037,725,873,9,"deep-learning, computer-vision, neural-network, gluon, mxnet, machine-learning, image-classification, object-detection, semantic-segmentation, gan, person-reid, action-recognition, pose-estimation",113,14,237,0.87,7.72,3.73,3,3.29,3.09,2.7,2.68,3.15,4.01,,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,540,614,678,720,796,1061,1190,1417,1568,1806,1994,2183,2311,2448,2610,2738,2869,2997,3122,3248,3345,3418,3538,3653,3819,3915,4007,4097,4191,4249,4324,4401,4497
"deepmind/acme","A library of reinforcement learning components and agents",false,271.4,2,1891,71,185,80,13,6,"reinforcement-learning, agents, research",28,11,133,0.49,10.31,3.73,2.43,1.93,1.71,1.95,1.81,,,,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1554,1613,1663,1706,1754,1832,1886
"dunovank/jupyter-themes","Custom Jupyter Notebook Themes",false,2239.8,5.4,8123,161,901,363,69,0,"jupyter, jupyter-notebook, theme, css, syntax-highlighting, jupyter-themes",25,1,351,1.29,6.33,3.72,2.29,3,3.25,3.76,3.52,4.1,4.66,4.41,4.08,1048,1252,1361,1462,1616,1750,1873,1985,2162,2275,2433,2581,2724,2936,3091,3242,3381,3544,3680,3831,3988,4166,4336,4514,4707,4879,5043,5221,5364,5536,5736,5901,6062,6223,6370,6507,6616,6767,6911,7085,7242,7370,7468,7567,7670,7768,7888,8012,8113
"3b1b/manim","Animation engine for explanatory math videos",false,2138,1.2,29918,791,3827,760,553,0,"python, animation, explanatory-math-videos, 3b1b-videos",96,3,834,3.06,4.09,3.71,23.14,22.43,23.93,41.28,34.35,37.59,32.76,16.34,14.13,537,691,794,927,1174,1274,1401,1530,1656,1930,2161,2373,2553,2938,3221,3413,3642,3906,4083,4311,4748,4989,5260,5579,5940,6345,6655,8723,9619,10289,11301,12534,13105,14001,14621,15551,16133,16710,17955,20575,21976,22815,23587,24462,25308,26088,28133,29128,29857
"NVIDIA/DALI","A library containing both highly optimized building blocks and an execution engine for data pre-processing in deep learning applications",false,970.9,0.7,3051,83,377,786,1849,36,"fast-data-pipeline, image-augmentation, data-augmentation, image-processing, data-processing, deep-learning, machine-learning, python, neural-network, gpu, gpu-tensorflow",67,103,182,0.67,8.74,3.71,1.57,1.79,1.68,1.96,2.1,2.26,2.89,,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,444,524,668,742,780,857,934,1032,1131,1195,1301,1381,1489,1713,1843,1919,2019,2126,2220,2316,2382,2464,2537,2586,2663,2732,2786,2868,2933,2995,3047
"LantaoYu/MARL-Papers","Paper list of multi-agent reinforcement learning (MARL)",false,1417.5,3.3,2305,249,524,5,10,0,"multiagent-reinforcement-learning, multi-agent-learning",7,2,151,0.55,9.6,3.71,2.43,1.86,1.35,1.47,1.45,1.73,1.83,,1.63,0,0,28,37,51,75,90,127,187,215,244,275,328,378,429,487,532,575,621,684,739,792,846,900,961,1012,1082,1156,1201,1258,1305,1336,1397,1466,1531,1607,1667,1726,1791,1857,1908,1971,2035,2073,2120,2165,2207,2258,2300
"vitchyr/rlkit","Collection of reinforcement learning algorithms",false,1098.8,4.9,1411,60,354,97,28,0,"",19,1,109,0.4,11.32,3.71,0.86,0.71,0.99,1.06,1.02,0.97,1.17,,1.28,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,50,168,184,202,239,252,273,299,454,557,608,645,711,751,826,857,890,929,966,1003,1028,1054,1080,1102,1127,1161,1187,1221,1246,1285,1312,1346,1379,1410
"CMU-Perceptual-Computing-Lab/openpose","OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation",false,1374.2,3.9,19915,902,6017,1569,205,15,"openpose, computer-vision, machine-learning, cpp, caffe, opencv, human-pose-estimation, real-time, deep-learning, human-behavior-understanding, cvpr-2017, multi-person, foot-estimation, keypoints, face, pose, pose-estimation, human-pose, keypoint-detection, hand-estimation",88,9,634,2.32,4.67,3.7,10.57,10.57,10.29,11.25,11.32,12.05,12.83,,14.54,0,0,0,0,1208,1612,2030,2396,2691,2990,3406,3882,4345,5644,6117,6520,6922,7373,7893,8234,8740,9145,9597,10048,10520,10939,11459,11974,12469,12900,13301,13661,14076,14463,14854,15202,15487,15777,16125,16477,17112,17452,17823,18173,18532,18861,19243,19574,19888
"tensorflow/probability","Probabilistic reasoning and statistical analysis in TensorFlow",false,1191.8,0.9,3217,170,846,901,322,35,"tensorflow, bayesian-methods, deep-learning, machine-learning, data-science, neural-networks, statistics, probabilistic-programming",253,35,188,0.69,8.56,3.7,1.43,1.21,1.41,1.47,1.45,1.67,2.19,,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,77,164,475,595,681,814,973,1110,1256,1383,1491,1610,1709,1852,1970,2085,2165,2245,2307,2376,2453,2515,2576,2601,2661,2718,2775,2844,2891,2946,3000,3044,3078,3123,3169,3212
"PacktPublishing/Deep-Reinforcement-Learning-Hands-On"," Hands-on Deep Reinforcement Learning, published by Packt",false,1048.7,13.2,1830,112,940,75,17,0,"",43,352,129,0.47,10.33,3.7,1,1.14,1.55,1.48,1.57,1.93,2.02,,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,47,119,167,217,262,317,354,396,475,549,615,694,756,814,864,942,1015,1072,1120,1199,1265,1342,1410,1480,1540,1591,1653,1691,1734,1780,1828
"extreme-assistant/CVPR2020-Paper-Code-Interpretation","cvpr2020/cvpr2019／cvpr2018/cvpr2017 papers，极市团队整理",false,701.5,2.7,5640,274,1370,22,14,0,"computer-vision, cvpr2020, cvpr2019, deep-learning, machine-learning, object-detection, image-segmentation, image-classification, papers",6,1,273,1,7.09,3.69,1.29,1.29,1.61,2.19,2.45,4.53,,,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,1506,2031,2562,2944,3170,3368,3556,3753,3884,3979,4052,4396,4643,4844,5059,5183,5278,5357,5431,5516,5581,5632
"jbhuang0604/awesome-computer-vision","A curated list of awesome computer vision resources",false,2203.1,15.2,13651,1152,3389,14,69,0,"",28,1,492,1.8,5.28,3.69,7,23.14,13.94,8.05,6.49,5.7,6.21,6.92,6.19,1951,2072,2202,2311,2428,2548,2658,2778,2910,3300,3548,3901,4433,4939,5789,6572,7243,7883,8044,8190,8365,8537,8695,8855,9065,9198,9358,9608,9840,10025,10317,10522,10709,10895,11063,11345,11515,11653,11800,11962,12130,12279,12411,12564,12728,12861,13014,13172,13598
"sherjilozair/char-rnn-tensorflow"," Multi-layer Recurrent Neural Networks (LSTM, RNN) for character-level language models in Python using Tensorflow ",false,1888.3,34.5,2626,150,990,73,67,0,"",24,2,164,0.6,9.15,3.69,,,0.1,0.15,0.15,0.21,0.42,1.31,1.39,929,1000,1083,1155,1222,1290,1346,1410,1484,1537,1596,1663,1707,1756,1794,1874,1930,1995,2051,2126,2170,2214,2255,2287,2315,2342,2383,2409,2433,2453,2473,2484,2495,2506,2524,2535,2549,2557,2560,2568,2577,2584,2597,2601,2608,2611,2617,2621,2626
"sloria/TextBlob","Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation, and more.",false,2768,16.3,7513,282,991,220,134,3,"nlp, nltk, pattern, python, python-3, python-2, natural-language-processing",23,6,329,1.21,6.42,3.68,2.71,1.93,1.61,2.28,2.15,2.29,2.38,2.68,2.72,3396,3461,3606,3697,3773,3852,3934,4007,4093,4203,4298,4414,4522,4641,4777,4880,4991,5088,5166,5250,5348,5465,5565,5667,5764,5833,5920,6005,6089,6185,6270,6336,6418,6510,6572,6618,6670,6733,6817,6885,6979,7060,7113,7176,7237,7297,7392,7456,7506
"TensorSpeech/TensorFlowTTS",":stuck_out_tongue_closed_eyes: TensorFlowTTS: Real-Time State-of-the-art Speech Synthesis for Tensorflow 2 (supported including English, Korean, Chinese, German and Easy to adapt for other languages)",false,311.7,2.3,1556,65,301,383,95,5,"speech-synthesis, text-to-speech, tensorflow2, melgan, fastspeech, real-time, tts, vocoder, multi-speaker-tts, fastspeech2, multiband-melgan, tacotron2, parallel-wavegan, tflite, mobile-tts, voice-cloning, zh-tts, chinese-tts, korea-tts, german-tts",25,11,115,0.42,10.83,3.67,3.43,3.93,3.06,3.64,5.32,,,,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,283,576,958,1129,1214,1326,1454,1548
"ResidentMario/missingno","Missing data visualization module for Python.",false,1767.2,30.1,2615,65,343,100,25,3,"missing-data, data-visualization, data-analysis, pandas, python",13,1,162,0.59,9.08,3.66,1.71,1.21,1.25,1.49,1.51,1.85,1.77,,1.48,360,418,440,463,480,505,534,551,585,636,679,716,745,805,848,876,919,958,1004,1047,1094,1147,1197,1256,1323,1385,1441,1496,1543,1611,1663,1701,1752,1810,1857,1894,1938,1983,2036,2099,2202,2279,2337,2381,2432,2477,2527,2574,2614
"carpedm20/DCGAN-tensorflow","A tensorflow implementation of ""Deep Convolutional Generative Adversarial Networks""",false,1874.7,21.6,6770,252,2655,296,92,0,"tensorflow, dcgan, gan, generative-model",43,1,305,1.12,6.6,3.65,0.71,0.64,0.59,0.96,1.1,1.36,2.33,3.68,3.65,1107,1300,1508,1720,1929,2098,2297,2478,2625,2775,2990,3176,3343,3461,3628,3804,3937,4099,4246,4370,4518,4645,4778,4916,5065,5162,5319,5459,5595,5687,5782,5851,5947,6031,6124,6212,6272,6324,6368,6426,6475,6529,6568,6602,6635,6679,6717,6749,6769
"great-expectations/great_expectations","Always know what to expect from your data.",false,1234.8,0.7,3514,61,413,728,1607,87,"pipeline-tests, dataquality, datacleaning, datacleaner, data-science, data-profiling, pipeline, pipeline-testing, cleandata, dataunittest, data-unit-tests, eda, exploratory-data-analysis, exploratory-analysis, exploratorydataanalysis, data-quality, data-engineering, pipeline-debt, data-profilers, mlops",127,13,197,0.72,8.22,3.65,8.43,9.07,6.54,6.38,6.97,6.32,4.28,,2.83,0,0,0,0,0,0,0,0,3,7,12,16,17,47,107,133,198,216,241,289,309,318,325,346,360,402,438,485,518,567,633,664,726,775,903,1069,1179,1423,1548,1665,1860,2064,2214,2464,2662,2903,3098,3286,3487
"iperov/DeepFaceLab","DeepFaceLab is the leading software for creating deepfakes.",false,968.3,0.9,23044,830,5290,921,87,2,"faceswap, face-swap, deep-learning, deeplearning, deep-neural-networks, deepfakes, deepface, deep-face-swap, fakeapp, neural-networks, neural-nets, deepfacelab, creating-deepfakes, arxiv",18,1,685,2.51,4.36,3.63,20.14,19.71,19.56,29.55,26.47,30.64,30.22,,23.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,57,103,134,201,335,496,950,1390,1994,2442,2865,3672,4926,5888,9453,10196,10819,11251,11823,12372,12819,13382,14106,16569,18176,18989,19709,20311,21290,22412,23009
"gunthercox/ChatterBot","ChatterBot is a machine learning, conversational dialog engine for creating chat bots",false,2313.2,24.8,10763,559,3667,1432,665,86,"chatterbot, machine-learning, chatbot, python, conversation, language, bot",92,11,413,1.51,5.62,3.63,4,4.14,3.68,4.02,3.9,3.99,4.76,5.69,4.81,2083,2261,2572,2809,3039,3251,3522,3770,3969,4183,4393,4638,4866,5054,5306,5520,5710,5904,6089,6264,6443,6616,6803,6987,7280,7542,7781,7946,8117,8298,8471,8615,8755,8893,9043,9184,9296,9413,9542,9692,9810,9929,10043,10170,10278,10387,10511,10642,10756
"chineseocr/chineseocr","yolo3+ocr",false,1002.2,20.6,3823,183,1344,507,19,0,"yolo3, chinese-text-detect, chinese-ocr, opencv-dnn, darknet-text-detect, idcard, trainticket, ocr",4,1,206,0.76,7.9,3.61,5,4.29,3.39,3.43,3.62,4.2,4.47,,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,19,70,181,253,316,396,548,622,754,913,1063,1225,1399,1558,1753,1906,2039,2176,2279,2350,2641,2766,2889,3012,3151,3286,3409,3497,3590,3707,3812
"deepchem/deepchem","Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology",false,1951.8,1.3,2698,161,907,1155,1219,13,"drug-discovery, quantum-chemistry, deep-learning, biology, materials-science, hacktoberfest",101,13,163,0.6,8.85,3.6,3.14,3.93,3.19,2.47,2.48,2.38,1.89,,1.48,128,153,225,267,301,349,402,444,480,567,623,693,749,807,903,945,1002,1049,1086,1125,1156,1199,1236,1274,1316,1358,1410,1455,1506,1545,1587,1629,1664,1710,1753,1788,1825,1862,1916,2030,2105,2171,2241,2314,2389,2469,2529,2596,2694
"microsoft/qlib","Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research, and create the value of AI technologies in quantitative investment. With Qlib, you can easily try your ideas to create better Quant investment strategies.",false,166.5,1.2,3777,145,580,115,111,4,"quantitative-finance, machine-learning, stock-data, platform, finance, algorithmic-trading, python, investment, quant, quantitative-trading, quant-dataset, quant-models, auto-quant, fintech",10000,19407,204,0.75,7.92,3.6,11.29,12.64,17.79,34.41,,,,,28.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,615,677,3214,3755
"deepfakes/faceswap","Deepfakes Software For All",false,1135.4,4.2,34008,1475,10531,666,445,3,"faceswap, face-swap, deep-learning, deeplearning, deep-neural-networks, deepfakes, deepface, deep-face-swap, fakeapp, neural-networks, neural-nets, openfaceswap, myfakeapp, machine-learning",74,7,880,3.23,3.79,3.59,12,12,11.64,13.38,14.92,15.84,34.86,,30,0,0,0,0,0,0,0,0,0,0,0,69,334,3624,4351,4948,5330,5669,5908,6121,6393,6617,6984,7517,8535,13077,16111,17176,18125,19137,20539,21381,25298,26298,26973,27630,28201,28654,29114,29707,30197,30838,31259,31797,32261,32760,33234,33628,33983
"tensorflow/tensorboard","TensorFlow's Visualization Toolkit",false,1353,0.8,5133,201,1352,1417,3185,36,"",470,336,249,0.91,7.11,3.59,1.86,1.5,1.22,1.71,2.26,2.18,3.04,,3.88,0,0,0,0,0,104,171,252,391,563,724,894,1045,1188,1341,1518,1666,1800,1915,2011,2344,2538,2682,2810,2909,3040,3223,3373,3547,3669,3790,3891,3990,4077,4178,4287,4338,4385,4457,4532,4600,4669,4719,4770,4930,4976,5033,5094,5132
"lcdevelop/ChatBotCourse","自己动手做聊天机器人教程",false,1679.8,34.7,4921,374,1593,27,6,0,"",1,1,242,0.89,7.21,3.58,1.43,1.64,1.48,1.71,1.58,1.87,2.35,,2.94,955,1034,1099,1164,1247,1322,1407,1502,1595,1684,1778,1880,1999,2076,2170,2316,2458,2553,2638,2726,2827,2908,2997,3112,3201,3281,3398,3498,3609,3692,3806,3882,3950,4023,4102,4179,4238,4297,4378,4440,4517,4576,4631,4691,4726,4764,4808,4874,4921
"milesial/Pytorch-UNet","PyTorch implementation of the U-Net for image semantic segmentation with high quality images",false,1260.3,6.2,3450,59,1135,235,20,1,"pytorch, unet, pytorch-unet, semantic-segmentation, densecrf, convolutional-networks, kaggle, tensorboard, tensorboard-pytorch",11,1,190,0.7,8.07,3.57,5,5.14,4.18,4.99,4.52,4.25,3.74,,2.74,0,0,0,0,0,0,0,2,4,5,9,18,47,61,101,129,171,233,328,373,421,507,568,643,710,753,826,913,993,1085,1191,1298,1391,1508,1638,1787,1889,1988,2094,2256,2380,2488,2616,2745,2875,2985,3138,3314,3442
"tensortrade-org/tensortrade","An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",false,546.9,10.9,2223,188,613,148,139,5,"",36,4,142,0.52,9.36,3.57,4.71,4.93,6.77,4,2.82,3.21,,,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,101,533,713,805,1043,1149,1294,1391,1539,1657,1700,1748,1805,1849,1923,2009,2215
"wkentaro/labelme","Image Polygonal Annotation with Python (polygon, rectangle, circle, line, point and image-level flag annotation).",false,1724.3,2.7,6080,127,1870,507,321,40,"image-annotation, python, computer-vision, annotations, deep-learning, semantic-segmentation, instance-segmentation, video-annotation, classification",39,1,277,1.02,6.68,3.56,4.43,5.14,4.7,5.57,5.73,5.93,5.85,,3.52,7,8,13,18,25,35,50,73,92,144,183,222,271,354,461,560,673,750,895,1028,1146,1305,1460,1629,1793,1912,2107,2296,2465,2637,2825,3008,3203,3373,3541,3710,3902,4071,4242,4446,4638,4841,5019,5200,5408,5557,5733,5922,6067
"tensorflow/examples","TensorFlow examples",false,925.9,0.8,4514,187,4524,0,281,0,"tensorflow, tensorflow-examples",664,527,227,0.83,7.37,3.56,5.29,5.43,4.96,5.26,5.19,6.04,,,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,239,379,575,746,909,1113,1478,1683,1904,2105,2297,2472,2681,2922,3180,3386,3556,3702,3854,4024,4195,4352,4505
"firmai/financial-machine-learning","A curated list of practical financial machine learning (FinML) tools and applications in Python (by @firmai)",false,677.9,6.2,1549,148,492,0,2,0,"",3,1,111,0.41,10.5,3.55,2.86,2.36,2.7,2.42,2.43,2.69,,,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,53,118,172,228,322,388,449,508,560,640,798,868,934,1000,1100,1170,1260,1322,1390,1462,1545
"AMAI-GmbH/AI-Expert-Roadmap","Roadmap to becoming an Artificial Intelligence Expert in 2021",false,94.9,7.9,8892,625,772,16,10,0,"deep-learning, artificial-intelligence, roadmap, ai-roadmap, machine-learning, study-plan, data-science, data-analysis, neural-network",7,3,355,1.3,5.85,3.54,14.57,15.71,62.17,,,,,,101.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6221,6973,8865
"suragnair/alpha-zero-general","A clean implementation based on AlphaZero for any game in any framework + tutorial + Othello/Gobang/TicTacToe/Connect4 and more",false,1153.7,6.9,2205,100,627,139,83,0,"tensorflow, pytorch, keras, gobang, gomoku, alpha-zero, alphago-zero, alphago, reinforcement-learning, self-play, mcts, monte-carlo-tree-search, othello, tf, deep-learning, alphazero, chainer",32,4,140,0.51,9.31,3.54,1.57,1.57,1.87,2.14,1.84,1.61,1.56,,1.94,0,0,0,0,0,0,0,0,0,0,0,14,88,161,243,407,461,512,555,753,819,847,891,980,1061,1120,1185,1247,1300,1338,1383,1419,1448,1489,1533,1577,1611,1639,1669,1704,1760,1822,1864,1910,1965,2003,2057,2142,2200
"Tianxiaomo/pytorch-YOLOv4","PyTorch ,ONNX and TensorRT implementation of YOLOv4",false,277.4,8.5,2603,46,757,336,36,0,"yolov4, pytorch, darknet2pytorch, darknet2onnx, tensorrt, onnx, pytorch-yolov4, yolov4-tiny, yolov3",13,2,156,0.57,8.78,3.53,5.43,5.5,5.23,6.06,7.14,,,,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,462,848,1284,1620,1837,2033,2266,2427,2588
"seatgeek/fuzzywuzzy","Fuzzy String Matching in Python",false,3491,39,7804,241,813,162,135,23,"",187,128,324,1.19,6.08,3.53,3.86,3.93,3.62,4.35,4.01,3.98,3.83,3.16,2.23,2796,2865,2977,3069,3147,3211,3288,3386,3458,3525,3603,3679,3743,3815,3898,3994,4107,4208,4324,4435,4538,4644,4765,4900,4996,5110,5261,5396,5525,5636,5742,5843,5954,6050,6157,6258,6343,6487,6613,6730,6844,6959,7063,7184,7286,7397,7588,7684,7796
"google/sling","SLING - A natural language frame semantics parser",false,1373.4,4.9,1873,120,281,107,343,2,"natural-language-understanding, natural-language-processing, neural-network, machine-learning, jit-compiler, frame-semantic-parsing, nlp",22,7,125,0.46,9.78,3.53,,0.21,0.13,0.13,0.16,0.24,0.42,,1.56,0,0,0,0,0,0,0,0,0,135,1033,1129,1185,1218,1247,1292,1331,1351,1389,1413,1447,1484,1515,1552,1569,1587,1608,1620,1643,1664,1683,1700,1720,1736,1761,1774,1786,1796,1807,1816,1832,1839,1843,1851,1856,1860,1864,1868,1874
"virgili0/Virgilio","Your new Mentor for Data Science E-Learning.",false,687,3.8,12941,808,2492,32,117,0,"tensorflow, machine-learning, machine-vision, datascience, scikit-learn, python, guide, guidelines, path, study, studypath, learning, learning-python, computer-vision, nlp, statistics, business-intelligence, data-science, virgilio, hacktoberfest",30,8,453,1.66,5.13,3.52,1.43,1.71,2.07,1.88,2.1,2.73,,,18.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495,9357,9978,10292,10979,11183,11348,11476,11626,11800,11941,12064,12186,12281,12369,12477,12554,12630,12708,12766,12813,12874,12939
"wolfgarbe/SymSpell","SymSpell: 1 million times faster spelling correction & fuzzy search through Symmetric Delete spelling correction algorithm",false,2500.4,39.2,1621,62,218,76,27,15,"levenshtein, fuzzy-search, approximate-string-matching, edit-distance, spellcheck, spell-check, levenshtein-distance, damerau-levenshtein, spelling, fuzzy-matching, word-segmentation, chinese-text-segmentation, chinese-word-segmentation, text-segmentation, spelling-correction, symspell",13,2,113,0.41,10.22,3.51,1,1.29,1.45,1.76,1.38,1.2,1.18,0.79,0.65,234,245,250,255,269,279,311,340,352,364,375,386,401,416,451,500,527,553,573,609,635,658,678,710,754,786,833,868,905,940,971,1013,1055,1090,1115,1149,1178,1209,1247,1271,1307,1340,1365,1391,1421,1455,1481,1571,1617
"PaddlePaddle/PaddleOCR","Awesome multilingual OCR toolkits based on PaddlePaddle （practical ultra lightweight OCR system, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices）",false,264.4,0.7,9410,251,1876,1211,633,1,"ocr, crnn, ocrlite, db, chineseocr",42,314,364,1.33,5.67,3.5,17.57,17.5,19.3,43.86,35.75,,,,32.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,602,1986,2776,3748,4508,6814,7923,8511
"JaidedAI/EasyOCR","Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",false,319.3,2.4,10135,250,1016,243,114,7,"ocr, deep-learning, crnn, pytorch, lstm, machine-learning, scene-text, scene-text-recognition, optical-character-recognition, cnn, data-mining, image-processing, python, easyocr, information-retrieval",64,2,383,1.4,5.54,3.5,16.57,20.07,16.57,17.85,20.1,,,,31.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,66,105,6431,7191,8205,8469,8731,9594,10100
"triton-inference-server/server","The Triton Inference Server provides an optimized cloud and edge inferencing solution. ",false,845.9,0.8,1764,89,394,824,1636,27,"inference, gpu, machine-learning, deep-learning, cloud, datacenter, edge",44,13,119,0.44,9.89,3.49,2.43,2.93,2.83,3.05,2.59,2.23,2.18,,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,133,167,211,265,305,355,454,594,642,735,783,834,905,943,980,1017,1088,1159,1226,1283,1357,1410,1477,1567,1669,1757
"garrettj403/SciencePlots","Matplotlib styles for scientific plotting",false,898.1,12.6,1942,38,293,26,5,3,"matplotlib-style-sheets, matplotlib-figures, scientific-papers, thesis-template, matplotlib-styles, python",5,1,126,0.46,9.51,3.47,1.86,2.5,2.43,2.56,3.41,5.13,2.63,,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,20,21,21,22,24,28,29,34,40,45,47,58,63,68,84,101,123,235,387,1315,1427,1588,1704,1790,1864,1939
