"fullName","description","isFork","createdAgo","pushedAgo","stars","watchers","forks","issues","pullRequests","releases","topics","mentionable","assignable","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-48","T-47","T-46","T-45","T-44","T-43","T-42","T-41","T-40","T-39","T-38","T-37","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"junegunn/fzf",":cherry_blossom: A command-line fuzzy finder",false,2659.2,1.3,34569,380,1472,1824,500,6,"fzf, go, bash, zsh, fish, vim, neovim, cli, unix",173,1,682,2.84,4.21,3.69,24.43,22.21,21.73,21.34,20.73,22.55,21.51,16.93,12.99,6887,7232,7726,8240,8651,8972,9251,9538,9857,11013,11585,12013,12437,12822,13300,13725,14180,14624,15063,15869,16598,17078,17648,18122,18809,19417,20092,20720,21327,21894,22610,23163,23804,24419,25079,25657,26279,26967,27736,28551,29391,30149,30726,31299,31923,32564,33224,33849,34511
"deviantony/docker-elk","The Elastic stack (ELK) powered by Docker and Compose.",false,2268.1,12.2,10690,334,4471,378,194,0,"docker, elasticsearch, logstash, kibana, elk, docker-compose, searchguard",52,2,312,1.3,6.22,3.69,6.57,7.14,6.77,6.18,6.25,6.79,6.85,5.64,4.72,1445,1572,1709,1875,2063,2237,2432,2583,2741,2912,3078,3249,3412,3595,3792,3993,4188,4382,4576,4770,4939,5121,5319,5510,5678,5851,6087,6305,6519,6743,6947,7164,7373,7590,7808,8004,8203,8424,8647,8851,9117,9340,9540,9736,9935,10116,10310,10474,10681
"huginn/huginn","Create agents that monitor and act on your behalf.  Your agents are standing by!",false,2886.7,16.2,30748,728,2900,1798,1141,0,"automation, notifications, scraper, webscraping, feedgenerator, rss, agent, monitoring, feed, twitter-streaming, huginn, twitter",206,6,629,2.61,4.36,3.68,7.71,8.43,10.65,9.88,10.34,11.85,14.86,10.51,10.66,14729,14915,15070,15304,15542,15709,15923,16131,16307,16561,16765,16971,17159,17442,17628,18021,18269,18511,18705,18871,19063,19242,19472,19670,19881,20116,20416,20663,20911,21135,21350,21587,21741,22040,22290,26055,26404,27038,27520,27926,28221,28469,28844,29089,29476,29828,30119,30406,30732
"localstack/localstack","💻  A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline!",false,1560.9,0.1,28341,454,2219,2188,1354,26,"aws",322,10,596,2.48,4.48,3.68,20.86,19.5,16.73,14.98,15.42,15.86,18.58,,18.3,123,226,5950,6853,7229,7532,7786,8091,8409,8807,9135,9393,9992,10482,10950,11303,11655,12054,12458,12753,13167,13492,13934,14265,14724,15149,15670,16230,16702,17230,17683,18431,19009,19516,21398,21879,22499,22990,23545,24016,24532,25045,25472,25997,26493,26920,27392,27779,28288
"wsargent/docker-cheat-sheet","Docker Cheat Sheet",false,2373.1,3.8,19576,775,3917,27,159,0,"docker, cheet-sheet",93,2,466,1.94,5.07,3.68,5.57,4.43,4.24,4,3.86,5.55,6.15,8.26,8.25,8541,8843,9174,9470,9722,9968,10246,10482,10754,11031,11326,11581,11877,12216,12566,12829,13079,13336,13578,13828,14085,14329,14582,14807,15080,15352,15612,15818,16026,16220,16456,16707,16914,17103,17264,17401,17547,17679,17887,18061,18213,18320,18869,18990,19113,19208,19325,19445,19574
"arendst/Tasmota","Alternative firmware for ESP8266 with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at",false,1466.3,0.1,14572,672,3165,7638,2897,85,"tasmota, firmware, esp8266, sonoff, tuya, knx, arduino, iot, mqtt, ota, automation, smart-home",216,8,382,1.59,5.59,3.67,29.86,19,14.86,21.64,17.1,14.17,12.41,,9.94,26,126,237,357,491,586,697,807,942,1109,1300,1536,1867,2115,2360,2631,2909,3152,3367,3615,3899,4227,4628,5046,5495,5849,6160,6473,6720,6952,7192,7466,7753,8069,8462,8914,9381,9694,9996,10461,10828,11146,11433,11666,12249,12578,13776,14101,14554
"redis/redis","Redis is an in-memory database that persists on disk. The data model is key-value, but many different kind of values are supported: Strings, Lists, Sets, Sorted Sets, Hashes, Streams, HyperLogLogs, Bitmaps.",false,4336,0.2,47249,2711,18716,4654,3717,9,"",452,8,835,3.47,3.77,3.67,16.57,18.21,16.93,16.99,17.02,18.9,19.41,17.53,10.89,20186,20680,21292,21817,22268,22696,23188,23653,24158,24620,25053,25512,26002,26403,26998,27581,28108,28690,29291,29944,30749,31373,31910,32451,33041,33603,34402,35179,35859,36417,37032,37651,38179,38712,39277,39871,40313,40760,41360,42036,42764,43456,44105,44642,45207,45661,46162,46697,47212
"keeweb/keeweb","Free cross-platform password manager compatible with KeePass",false,1935,1,9666,236,828,1551,148,10,"keeweb, keepass, security, password-manager, password, electron, javascript",55,1,290,1.21,6.4,3.67,5.57,5.43,4.5,4.24,3.72,3.75,3.75,4.89,5.02,3901,4053,4278,4472,4599,4725,4847,4983,5089,5208,5335,5485,5613,5723,5844,5967,6064,6161,6263,6368,6467,6574,6680,6778,6919,7063,7179,7278,7371,7453,7530,7623,7743,7964,8079,8183,8285,8382,8485,8638,8753,8879,8975,9054,9153,9266,9395,9517,9655
"debauchee/barrier","Open-source KVM software",true,1104,1.7,9910,194,606,839,211,11,"barrier, kvm, keyboard, mouse, sharing, gplv2",4,6,295,1.23,6.35,3.67,17.43,24.36,20.25,16.72,17.47,17.52,12.2,,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,91,135,269,353,440,518,615,745,845,952,1103,1269,1482,1623,1841,2131,2362,2613,2810,3067,3258,3464,3686,4185,4586,5646,6211,6673,7160,7753,8334,8808,9245,9862
"prometheus/node_exporter","Exporter for machine metrics",false,2847.3,2.2,5603,176,1399,881,1064,31,"prometheus-exporter, prometheus, node-metrics, machine-metrics, host-metrics, metrics, procfs, system-information, system-metrics",271,24,202,0.84,7.69,3.67,4.71,5,4.14,4.32,4.07,4.49,4.37,3.01,2.55,404,464,524,562,609,664,719,779,844,916,988,1080,1166,1268,1362,1460,1539,1637,1739,1850,1942,2037,2148,2269,2401,2525,2687,2795,2926,3058,3200,3345,3462,3602,3732,3855,3954,4074,4223,4394,4563,4710,4853,4978,5097,5201,5347,5468,5596
"chubin/wttr.in",":partly_sunny: The right way to check the weather",false,1865,11.1,13711,211,685,362,203,0,"weather-information, weather-api, curl, weather, weather-app, terminal, ascii-art",114,1,365,1.52,5.68,3.66,6.14,7.5,7.69,8.14,7.46,11.4,10.05,7.5,7.44,2691,2890,3084,3202,3315,3444,3583,3667,3744,3872,4044,4121,4253,4373,4483,4627,4751,4918,5324,5494,5619,5767,5927,6042,6361,6617,6803,7012,7228,7440,7609,8284,8587,8767,8920,9302,9536,9821,10084,10338,10689,12017,12335,12581,12757,12955,13243,13463,13699
"danielmiessler/SecLists","SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",false,3271.8,0.6,29670,1763,14999,141,419,11,"",152,3,610,2.54,4.38,3.65,17.57,18.93,19.69,22.28,20.81,20.01,18.92,15.45,9.06,4353,4734,5109,5423,5740,6018,6366,6686,7034,7351,7666,10315,10957,11326,11769,12185,12543,12884,13247,13617,13983,14399,14952,15342,15814,16344,16883,17467,17976,18378,18849,19358,19813,20596,21291,21756,22324,22816,23310,23980,24722,25356,25832,26322,26871,27596,28153,29031,29631
"FiloSottile/mkcert","A simple zero-config tool to make locally trusted development certificates with any names you'd like.",false,953.7,3.3,27744,428,1234,216,98,13,"https, tls, certificates, local-development, localhost, root-ca, macos, linux, windows, ios, firefox, chrome",36,1,582,2.42,4.47,3.64,31.29,23.79,19.59,16.67,15.33,14.7,15.25,,29.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393,7075,10075,10574,10948,11211,11356,16571,17247,17743,18147,18516,18870,19309,19781,20120,20507,21273,21887,22337,22797,23171,23627,24100,24481,24905,25355,25803,26181,26606,27106,27704
"helm/charts","⚠️(OBSOLETE) Curated applications for Kubernetes",false,1897.2,8.2,14944,414,16623,6275,18172,0,"kubernetes, charts, helm",3469,252,385,1.6,5.49,3.64,2.86,3.07,3.06,4.11,6.6,9.09,11.68,8.18,7.91,256,341,437,529,619,723,851,977,1127,1329,1517,1706,1974,2211,2540,2877,3184,3526,3859,4241,4655,5176,5591,5982,6406,6889,7394,7842,8299,8732,9155,9535,9956,10401,10857,11206,11613,12040,12433,12774,13141,13444,13728,14059,14331,14556,14738,14839,14933
"ripienaar/free-for-dev","A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",false,2148,0.8,42642,1513,4536,0,1643,0,"",840,3,772,3.21,3.86,3.63,15.29,17.21,17.26,41.19,32.78,32.15,28.66,16.89,19.86,13984,14208,14438,14736,15080,15234,15405,15592,16299,16554,16878,17053,17242,17472,17705,17869,17981,18114,18232,18390,20811,21186,21349,21513,21694,21923,22087,22241,22398,22651,22834,23340,23639,26548,28104,29429,30882,32401,33737,34449,35166,35825,36633,38039,38507,38857,41130,42090,42617
"RocketChat/Rocket.Chat","The ultimate Free Open Source Solution for team communications.",false,2086.6,0.1,29481,942,6493,12411,7875,471,"chat, meteor, javascript, collaboration, webrtc, real-time, slack, foss, free, mit, hacktoberfest",740,66,603,2.51,4.36,3.63,8.29,9.5,11.44,10.54,11.35,12.79,12.05,13.33,14.16,9863,10420,10759,11064,11423,11718,11971,12858,13254,13837,14278,14601,15054,15533,16286,16828,17481,17878,18375,18821,19254,19576,19903,20261,20650,20996,21386,21755,22210,22635,23002,23323,23619,23911,24171,24492,24780,25116,25585,26131,26746,27145,27380,27920,28206,28488,28731,29102,29452
"docker/docker-bench-security","The Docker Bench for Security is a script that checks for dozens of common best-practices around deploying Docker containers in production.",false,2094.9,18.3,6516,239,713,161,296,7,"",96,50,220,0.91,7.2,3.62,2.71,2.64,2.1,2.01,2.21,2.65,2.96,3.02,3.12,1918,1997,2078,2159,2224,2286,2360,2449,2542,2678,2766,3123,3230,3323,3417,3514,3598,3694,3813,3894,3982,4069,4145,4207,4351,4436,4532,4611,4702,4804,4916,5010,5106,5267,5369,5453,5547,5665,5750,5859,5953,6034,6108,6181,6249,6329,6383,6449,6513
"ahmetb/kubectx","Faster way to switch between clusters and namespaces in kubectl",false,1405.2,0.6,9296,108,651,151,136,17,"kubernetes, kubectl, kubectl-plugins, kubernetes-clusters",47,2,279,1.16,6.4,3.62,7.29,8.86,8.65,8.09,7.35,8.53,8.48,,6.62,0,0,3,12,64,108,141,163,180,242,319,373,570,758,960,1114,1282,1423,1571,1827,2106,2356,2635,2855,3086,3385,3654,3905,4169,4440,4667,4930,5203,5463,5727,5924,6163,6404,6681,7056,7399,7649,7938,8136,8339,8540,8807,9016,9280
"tmux/tmux","tmux source code",false,2070.9,0.3,20210,426,1380,2165,387,31,"",7,4,467,1.94,4.93,3.61,9.43,9.93,10.49,10.95,10.16,11.2,10.87,9.15,9.76,5478,5657,5856,6052,6252,6526,6840,7148,7445,7814,8123,8377,8683,8957,9254,9562,9899,10179,10434,10691,11017,11309,11630,11937,12251,12549,12912,13283,13650,13987,14316,14570,14858,15166,15508,15806,16096,16422,16794,17270,17698,18037,18330,18604,18884,19185,19548,19865,20186
"photoprism/photoprism","Personal Photo Management powered by Go and Google TensorFlow",false,1102.4,1.4,10513,240,540,763,177,7,"golang, tensorflow, photography, geocoding, deep-learning, private-cloud, hacktoberfest, google-photos",64,5,300,1.25,6.08,3.59,24.86,26.29,80.45,41.57,26.22,16.28,10.2,,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,2389,2643,2836,3022,3128,3209,3335,3470,3572,3700,3805,3942,4039,4160,4341,4526,4699,4862,5078,5336,5496,5682,6064,6319,6675,7407,8021,10469
"gohugoio/hugo","The world’s fastest framework for building websites.",false,2770.3,1.4,49809,1055,5599,5145,2998,149,"go, hugo, static-site-generator, blog-engine, cms, content-management-system, documentation-tool, hacktoberfest",694,11,845,3.51,3.62,3.58,21.43,23.57,24.43,26.51,24.25,25.61,25.62,23.18,17.97,13561,14256,15030,15643,16286,16969,17528,18112,18699,19369,20118,20820,21702,22451,23259,24011,24779,25501,26369,27146,27944,28704,29461,30179,31057,31923,32774,33626,34456,35168,36028,36734,37407,38109,38848,39658,40411,41121,41986,42905,43777,44599,45332,45961,46624,47339,48322,49015,49759
"openshift/origin","Conformance test suite for OpenShift",false,2379.1,0.1,7794,563,4468,8877,16954,59,"openshift, kubernetes, openshift-origin, paas, caas, ci-cd, devops, containers, go, continuous-delivery, continuous-deployment, continuous-integration",1759,1562,245,1.02,6.7,3.58,1.14,1.43,1.32,1.48,1.55,2.08,3.13,3.79,3.3,2161,2313,2463,2585,2700,2816,2941,3056,3178,3338,3477,3609,3780,3914,4068,4217,4382,4498,4623,4779,4931,5075,5217,5362,5509,5625,5765,5897,6038,6151,6299,6427,6574,6709,6834,6940,7033,7122,7219,7290,7375,7437,7510,7568,7608,7658,7700,7753,7794
"bregman-arie/devops-exercises","Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",false,488.2,9.5,7470,306,1285,26,99,0,"devops, aws, linux, ansible, python, docker, prometheus, containers, git, kubernetes, interview, interview-questions, terraform, azure, openstack, sql, coding, sre, production-engineer",42,2,238,0.99,6.79,3.57,14,32.79,19.73,11.73,9.33,9.38,,,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,1744,1855,4024,4663,4971,5233,5410,5575,5745,6001,6232,6378,6654,6848,7448
"hwdsl2/setup-ipsec-vpn","Scripts to build your own IPsec VPN server, with IPsec/L2TP and Cisco IPsec on Ubuntu, Debian and CentOS",false,1853.2,0.2,15074,610,4161,850,67,0,"vpn, ipsec, l2tp, ikev2, security, vpn-server, network, vpn-client, encryption, libreswan",13,1,380,1.58,5.37,3.57,8.57,7.29,6.67,6.63,6.36,7.71,9.34,8.19,8.13,1479,1660,1888,2097,2303,2572,2832,3044,3289,3693,4053,4301,4563,4894,5197,5730,6021,6287,6560,6835,7104,7396,7682,7949,8237,8533,8850,9161,9511,9915,10263,10590,10978,11351,11693,11990,12245,12592,12927,13230,13487,13683,13897,14098,14273,14452,14653,14854,15059
"ansible/ansible-examples","A few starter examples of ansible playbooks, to show features and how they work together.  See http://galaxy.ansible.com for example roles from the Ansible community for deploying many popular applications.",false,2878.3,28.6,9121,713,5420,87,201,0,"",206,132,271,1.13,6.33,3.56,1.71,2.29,2.33,2.48,2.76,2.98,3.25,3.68,3.17,3762,3906,4033,4164,4286,4391,4530,4648,4754,4893,5009,5111,5249,5368,5508,5625,5745,5874,6008,6142,6244,6388,6517,6628,6744,6865,6998,7130,7230,7348,7465,7555,7650,7759,7861,7940,8026,8116,8224,8335,8438,8522,8612,8707,8800,8889,8979,9043,9116
"mpolden/echoip","IP address lookup service",false,2996.9,9.3,2689,79,371,79,50,0,"ip-lookup, ip-location, go, geoip, ip-address-lookup",25,2,120,0.5,9.51,3.56,0.57,0.93,1.18,1.53,1.72,1.84,1.84,1.39,0.9,341,373,415,447,477,512,543,624,660,685,712,745,788,835,859,896,937,977,1027,1083,1122,1175,1226,1287,1344,1392,1449,1514,1568,1633,1687,1738,1793,1845,1897,1948,2013,2063,2127,2198,2264,2324,2373,2423,2498,2546,2599,2650,2686
"microsoft/terminal","The new Windows Terminal and the original Windows console host, all in the same place!",false,1271.1,0.2,71540,1317,6471,6972,1989,42,"console, terminal, cmd, wsl, windows-console, command-line, windows-terminal",283,33,1066,4.43,3.18,3.55,51.71,50.21,35.77,32.68,32.01,44.1,96.22,,56.32,0,0,0,0,0,0,0,104,134,199,254,299,342,388,437,487,572,629,700,791,860,936,1002,1098,1223,1332,1453,1574,40372,45581,47232,49028,50441,51686,52975,54081,55363,56618,58001,59473,62702,64294,65619,66699,67579,68479,69464,70374,71462
"jumpserver/jumpserver","JumpServer 是全球首款开源的堡垒机，是符合 4A 的专业运维安全审计系统。",false,2405.7,0.5,15155,646,4074,3148,2360,61,"jumpserver, python, ssh-server, django, coco, luna, terminal, web-terminal, koko",78,22,379,1.58,5.33,3.55,5.71,8.43,8.45,11,8.88,9.02,10.53,7.78,6.41,1808,1916,2047,2182,2451,2646,2830,3047,3210,3357,3529,3702,3966,4096,4558,4863,5117,5343,5596,5959,6208,6515,6844,7179,7453,7670,7997,8296,8627,9149,9509,10036,10238,10555,11241,11624,11845,12099,12428,12744,13013,13286,13517,13716,13914,14133,14473,14881,15139
"keepassxreboot/keepassxc","KeePassXC is a cross-platform community-driven port of the Windows application “Keepass Password Safe”.",false,1801.2,1,9508,238,765,4526,1411,33,"keepassxc, keepass, password-manager, linux, osx, windows, cross-platform, yubikey",251,8,277,1.15,6.21,3.54,8.43,9.21,8.28,6.92,6.95,7.18,6.55,,5.27,724,918,1060,1164,1274,1631,1825,1996,2133,2296,2477,2626,2803,3024,3226,3391,3564,3681,3787,3909,4059,4183,4336,4491,4696,4899,5102,5285,5463,5602,5725,5873,6023,6228,6441,6585,6854,7030,7209,7452,7644,7808,8207,8435,8641,8846,9039,9225,9477
"threat9/routersploit","Exploitation Framework for Embedded Devices",false,1770.4,6.5,8960,597,1978,411,309,10,"python, security, infosec, router-exploitation-framework, routersploit-framework, exploits, embedded, router, routersploit, scanner, creds, dictionary-attack, bruteforce",60,2,266,1.11,6.33,3.54,6.43,5.86,5.29,5.92,4.55,3.88,3.43,,5.06,3705,3800,3878,3969,4159,4239,4335,4426,4508,4591,4669,4805,4900,4976,5049,5115,5420,5631,5777,5936,6031,6161,6278,6345,6450,6535,6656,6764,6859,6921,7022,7095,7178,7276,7368,7456,7534,7624,7720,7824,7924,8032,8121,8219,8323,8411,8677,8791,8953
"slackhq/nebula","A scalable overlay networking tool with a focus on performance, simplicity and security",false,443.9,1.4,6657,227,447,198,173,4,"",45,25,218,0.91,6.98,3.53,5.29,6.36,8.98,6.86,5.47,6.74,,,15.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384,3890,4187,4498,4768,5282,5407,5514,5649,5742,5833,6020,6222,6373,6647
"graphite-project/graphite-web","A highly scalable real-time graphing system",false,3193,6,5128,287,1251,1111,1562,16,"graphite-web, graphite-components, graphite, time-series, python, django, metrics, hacktoberfest",348,24,183,0.76,7.61,3.53,1,0.71,0.89,1.04,0.98,1.04,1.11,1.43,1.61,3187,3259,3317,3371,3419,3461,3508,3546,3593,3658,3709,3748,3815,3864,3917,3950,3992,4038,4080,4112,4150,4192,4236,4282,4319,4356,4401,4431,4459,4493,4532,4570,4597,4639,4680,4710,4746,4784,4812,4849,4883,4919,4946,4972,4996,5030,5064,5099,5127
"tldr-pages/tldr","📚 Collaborative cheatsheets for console commands",false,2613.6,0.1,30341,360,2456,618,4593,0,"shell, man-page, tldr, manpages, documentation, cheatsheets, terminal, command-line, console, examples, help, manual, hacktoberfest",1337,26,599,2.49,4.21,3.53,12,11.5,13.87,14.01,14.54,13.57,14.07,12.9,11.61,8280,8512,8680,8791,8998,9169,9306,9529,9758,10335,14269,15307,15615,15850,16098,16376,16715,16909,17220,17674,18157,18462,18845,19347,20039,20616,21238,21697,22050,22369,22652,22914,23252,23596,23912,24147,25358,25855,26227,26545,26888,27289,27659,28076,28429,29035,29540,29891,30313
"pinpoint-apm/pinpoint","APM, (Application Performance Management) tool for large-scale distributed systems. ",false,2297.5,0.5,11157,770,3351,3045,4559,45,"apm, monitoring, performance, agent, distributed-tracing, tracing",98,12,306,1.27,5.85,3.52,2.43,2.71,2.37,3.13,3.19,3.91,4.66,5.47,5,2828,3012,3234,3418,3544,3722,3910,4076,4285,4445,4636,4865,5088,5248,5430,5647,5851,6020,6292,6481,6672,7147,7338,7533,7747,7902,8153,8353,8536,8694,8887,9039,9167,9287,9457,9620,9719,9822,9993,10143,10276,10415,10565,10682,10769,10860,10965,11074,11148
"cilium/cilium","eBPF-based Networking, Security, and Observability",false,1875.4,0.1,7394,243,885,4612,10187,132,"containers, bpf, security, kubernetes, kubernetes-networking, cni, kernel, loadbalancing, monitoring, troubleshooting, xdp, ebpf, k8s, observability, networking",240,48,233,0.97,6.72,3.52,5.57,6.29,6.21,7.53,7.96,6.82,5.63,,4.53,268,297,332,478,563,618,656,830,961,1060,1137,1214,1298,1434,1622,1863,2249,2386,2530,2674,2768,2909,3038,3151,3259,3458,3586,3722,3873,3993,4132,4294,4420,4513,4665,4792,4885,5012,5119,5317,5465,5613,5919,6213,6473,6685,7001,7184,7374
"bitwarden/server","The core infrastructure backend (API, database, Docker, etc).",false,1897.9,0.1,6722,178,570,728,393,78,"aspnetcore, aspnet, sql-server, api, sql, csharp, bitwarden, dotnet-core, dotnet, docker, signalr",58,22,218,0.91,6.91,3.51,5.71,6.07,5.62,5.08,4.83,5.89,5.69,,4.14,307,327,352,365,413,430,451,493,580,657,867,936,1019,1128,1209,1296,1390,1479,1710,1807,1920,2055,2207,2369,2551,2679,2815,2940,3060,3239,3402,3557,3723,3951,4152,4368,4556,4763,5016,5256,5436,5628,5825,5992,6123,6241,6394,6534,6707
"Genymobile/scrcpy","Display and control your Android device",false,1169.2,1,44128,908,4530,1890,171,21,"android, c, sdl2, libav, ffmpeg, screen, mirroring, recording",70,11,764,3.18,3.69,3.51,52.71,76.29,62.4,52.39,53.01,53.69,46.72,,41.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959,5115,5493,5810,6156,6511,7318,8294,8924,9311,9883,10370,11143,11700,12532,13801,15235,17512,18732,20256,21661,23061,24392,25628,27085,28860,30895,32938,34313,36290,37756,39207,40633,42090,43989
"luong-komorebi/Awesome-Linux-Software","A list of awesome applications, software, tools and other materials for Linux distros. ",false,1641.4,0.6,14590,503,1527,106,428,0,"linux-desktop, desktop-environment, freeware-icon, oss-icon, icon-theme, free, applications, cross-platform, ubuntu-linux, awesome-list, software, tools, linux-resource, linux-app, cli-app, gui-app, open-source",217,1,364,1.51,5.32,3.5,3.29,3.43,4.08,3.43,3.27,4.79,6.66,,8.9,1675,1889,1978,2077,2132,2187,2234,6641,7463,7699,7868,8014,8193,8309,8545,8694,8828,8939,9032,9146,9246,9362,9482,9592,9725,9825,10185,10358,10521,10918,11079,11195,11294,11399,11496,11606,12837,13298,13514,13665,13805,13905,13989,14080,14177,14273,14362,14463,14587
"istio/istio","Connect, secure, control, and observe services.",false,1536.9,0.1,26042,1032,5070,12610,17924,180,"microservices, service-mesh, lyft-envoy, kubernetes, api-management, circuit-breaker, polyglot-microservices, enforce-policies, proxies, microservice, envoy, consul, nomad, request-routing, resiliency, fault-injection",683,275,534,2.22,4.37,3.49,11,10.21,9.67,13.59,13.41,13.3,16.05,,17.1,14,29,52,76,1720,2133,2352,2532,2806,3299,3939,4616,5314,5934,6623,7338,8004,8630,9942,10804,11593,12242,13007,13640,14293,15252,16039,16671,17392,17898,18372,18861,19334,19765,20263,20697,21151,21524,21921,22320,22729,23151,23559,23904,24459,24766,25366,25713,26007
"elastic/logstash","Logstash - transport and process your logs, events, or other data",false,3729.8,0.1,11940,822,3126,5801,6765,38,"etl-framework, streaming, logging, java, jruby, real-time-processing",2139,1735,318,1.32,5.68,3.49,3,3.14,2.33,2.47,2.52,2.88,3.27,3.8,3.2,6563,6728,6855,7002,7142,7284,7413,7536,7645,7765,7935,8051,8202,8315,8446,8568,8675,8793,8905,9023,9126,9224,9340,9442,9547,9621,9747,9851,9975,10091,10184,10299,10387,10573,10689,10792,10882,10966,11089,11178,11281,11378,11471,11563,11626,11706,11791,11860,11933
"helm/helm","The Kubernetes Package Manager",false,1946.9,0.1,18896,535,5512,5297,3969,136,"cncf, chart, kubernetes, helm, charts",721,39,432,1.8,4.87,3.49,7.43,7.5,8.22,7.41,7.42,8.56,12.78,10.3,9.83,871,1055,1226,1450,1692,1846,2037,2214,2436,2773,3052,3331,3733,4143,4622,5107,5553,6056,6528,7042,7534,7986,8459,9010,9548,10005,10613,11151,11670,12143,12784,13282,13778,14264,14884,15301,15750,16207,16485,16769,17039,17300,17523,17762,17988,18200,18413,18626,18878
"locustio/locust","Scalable user load testing tool written in Python",false,3638.4,0.8,15246,456,2032,1088,602,40,"locust, python, load-testing, performance-testing, http, benchmarking, load-generator",166,15,374,1.55,5.23,3.49,9.57,14,20.15,12.18,10.28,9.34,8.58,6.72,4.19,4411,4588,4732,4905,5072,5268,5441,5615,5773,5940,6162,6327,6522,6704,6909,7092,7252,7492,7693,7889,8124,8322,8553,8742,8964,9228,9509,9716,9978,10191,10403,10626,10823,11058,11352,11617,11820,12038,12242,12502,12765,13131,13353,13595,13836,14118,14377,14616,15230
"osquery/osquery","SQL powered operating system instrumentation, monitoring, and analytics.",false,2380.1,0.1,17589,705,2101,2639,4240,107,"security, monitoring, intrusion-detection, sql, hacktoberfest",338,11,410,1.7,4.97,3.48,4.71,4.36,3.81,3.46,3.81,3.69,5.69,6.71,7.69,7384,7596,7744,7919,8686,8897,9048,9347,9465,9615,9829,10068,10228,11431,11594,11850,12076,12283,12507,12678,12875,13018,13134,13266,13421,13564,13690,13831,13972,14087,14189,14624,15274,15864,16021,16142,16233,16362,16473,16577,16704,16798,16883,17035,17168,17263,17350,17463,17580
"metabase/metabase","The simplest, fastest way to get business intelligence and analytics  to everyone in your company :yum:",false,2192.1,0.1,23695,626,3155,8244,6378,155,"analytics, businessintelligence, dashboard, reporting, slack, clojure, database, metabase, postgres, postgresql, mysql, bi, visualization, data, data-analysis, sql-editor, data-visualization, business-intelligence",250,22,501,2.08,4.51,3.48,13.43,12.5,14.93,13.28,12.02,13.08,14.85,11.83,10.82,4031,4521,4835,5150,5562,5814,6078,6355,6631,7046,7333,7636,8106,8460,8884,9330,9694,10023,10416,10753,11128,11527,11956,12343,12832,13332,13863,14378,14792,15191,15827,16256,16731,17099,17595,18426,18895,19251,19712,20229,20661,21063,21475,21831,22193,22457,22789,23214,23669
"firefly-iii/firefly-iii","Firefly III: a personal finances manager",false,2411.6,0.1,5534,126,666,3730,580,179,"php, money, cash-flow, budget, php7, finance, financial, budgeting, credit-card, docker, linux, expenses, paycheck, cashflow, finances, budgets, accounting, personal-finance, hacktoberfest",106,2,189,0.79,7.28,3.47,4.71,4.43,4.96,4.07,4.36,4.28,5.21,2.98,2.33,210,232,257,279,298,327,346,379,413,450,495,526,576,624,686,812,851,936,990,1078,1149,1232,1325,1405,1716,1916,2038,2118,2313,2409,2484,2602,3396,3602,3702,3787,3957,4130,4234,4343,4477,4589,4723,4867,5012,5147,5268,5368,5520
"google/cadvisor","Analyzes resource usage and performance characteristics of running containers.",false,2430.2,1.1,11695,400,1765,1140,1641,82,"",278,29,311,1.29,5.67,3.46,3.14,4.5,3.85,4.26,4.07,4.48,4.52,4.62,4.81,4843,4992,5157,5328,5461,5586,5739,5848,5993,6113,6254,6371,6656,6779,6941,7087,7216,7387,7519,7674,7802,7946,8088,8241,8388,8540,8718,8854,9011,9141,9281,9408,9512,9649,9816,9942,10047,10180,10339,10520,10677,10807,10941,11060,11184,11295,11454,11568,11686
