"fullName","description","createdAgo","pushedAgo","isFork","repoStars","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"ipython/ipython","Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc.",3913.7,14.2,,14608,376,1.36,4.23,2.9,,0.86,2.37,2.2,2.25,2.28,2.32,3.84,3.73,11743,11866,11979,12104,12208,12291,12375,12457,12542,12651,12731,12810,12911,12995,13081,13163,13255,13325,13387,13454,13526,13578,13655,13716,13773,13837,13912,13988,14069,14126,14196,14266,14339,14404,14474,14534,14623
"IntelRealSense/librealsense","Intel® RealSense™ SDK",1896,8.1,,4707,177,0.64,6.19,2.9,0.43,2.07,2.33,3.41,3.45,3.29,3.54,2.53,2.57,1000,1075,1195,1293,1384,1473,1566,1637,1745,1816,1891,2013,2127,2230,2397,2548,2668,2792,2914,3006,3115,3231,3318,3429,3508,3581,3683,3780,3864,3972,4080,4193,4295,4399,4516,4639,4737
"heartexlabs/label-studio","Label Studio is a multi-type data labeling and annotation tool with standardized output format",586.8,9.6,,3968,158,0.57,6.55,2.9,,3.21,4.47,4.57,4.21,4.95,,,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,965,1190,1696,1943,2066,2156,2501,2650,2767,2881,3017,3194,3330,3436,3545,3696,3826,4006
"fastai/nbdev","Create delightful python projects using Jupyter Notebooks",434.2,8.1,,2516,116,0.42,7.58,2.89,,3.14,2.86,7.25,4.67,4.83,,,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,591,747,1070,1173,1482,1548,1606,1658,1728,1792,1848,2173,2424,2713
"alan-turing-institute/sktime","A unified framework for machine learning with time series",811.3,10,,3437,143,0.52,6.84,2.89,,2.07,11.28,10.43,10.67,8.16,,,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,60,74,93,123,201,326,383,424,458,507,545,582,619,746,1491,1582,2170,2486,2601,3096,3471
"vaexio/vaex"," Out-of-Core DataFrames for Python, ML, visualize and explore big tabular data at a billion rows per second 🚀",2312.5,10.3,,5625,198,0.72,5.79,2.88,,2.5,4.08,4.99,5.64,8.07,6.55,,3.11,114,125,136,151,226,252,275,281,288,290,325,785,842,889,915,1163,1242,1289,1490,1543,1617,1658,1697,2473,2678,2958,3173,3355,3485,4396,4594,4852,5056,5168,5364,5500,5684
"sherjilozair/char-rnn-tensorflow"," Multi-layer Recurrent Neural Networks (LSTM, RNN) for character-level language models in Python using Tensorflow ",1886.4,32.6,,2626,119,0.43,7.45,2.88,,,0.1,0.15,0.15,0.21,0.42,1.31,1.39,1707,1756,1794,1874,1930,1996,2052,2127,2171,2215,2256,2288,2316,2343,2384,2410,2434,2454,2474,2485,2496,2507,2525,2536,2550,2558,2561,2569,2578,2585,2598,2602,2609,2612,2618,2622,2628
"QSCTech/zju-icicles","浙江大学课程攻略共享计划",1672.2,10.4,,20291,463,1.67,3.75,2.87,,5.29,7.66,13.42,11.15,14.87,24.86,,12.14,661,709,900,1004,1147,1244,1351,1416,1503,1638,1742,1858,2153,2373,2802,9763,10902,11823,12614,12985,13505,13903,14215,14593,14871,15110,16135,16959,17378,17859,18263,18521,18811,19074,19644,20066,20391
"Light-City/CPlusPlusThings","C++那些事",561.5,27.4,,9104,271,0.98,4.9,2.86,,8.93,11.54,16.68,16.73,24.52,,,16.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,53,75,108,140,668,1367,2058,5108,6005,6463,7137,7535,8167,8707,9194
"changkun/modern-cpp-tutorial","📚 Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/",1620.3,12.4,,12014,324,1.17,4.44,2.85,5.86,14.93,16.73,44.61,30.43,17.96,12.14,,7.7,62,64,73,2039,2336,2485,2642,2711,2796,2886,2978,3074,3189,3281,3389,3497,3615,3707,3819,4402,4641,4809,4969,5332,5499,5641,5798,5972,6160,6358,6502,6704,6935,7984,8850,11545,12353
"facebook/folly","An open-source C++ library developed and used at Facebook.",3160,9,,16158,394,1.42,4.01,2.84,,2.43,3.85,5.12,4.89,5.92,6.12,5.78,5.11,9481,9668,9876,10073,10295,10476,10627,10823,11004,11151,11308,11486,11691,11893,12107,12392,12698,12877,13074,13232,13398,13553,13699,13858,13997,14117,14283,14712,14936,15098,15264,15405,15560,15689,15864,16039,16187
"python-pillow/Pillow","The friendly PIL fork (Python Imaging Library)",3107,9.2,,8117,249,0.9,5.05,2.84,,2.07,2.79,3.47,3.38,3.35,3.48,3.34,2.61,4243,4352,4466,4605,4711,4810,4931,5037,5152,5253,5359,5462,5575,5673,5821,5956,6064,6166,6288,6392,6482,6579,6680,6780,6894,6977,7057,7180,7311,7402,7500,7598,7706,7799,7901,8031,8141
"microsoft/ai-edu","AI education materials for Chinese students, teachers and IT professionals.",801.7,8.3,,8709,261,0.94,4.93,2.84,,1.64,3.39,4.84,4.17,4.71,11.79,,11.14,0,0,0,0,0,0,0,0,0,0,0,42,99,121,295,456,629,755,2414,2874,5014,5722,5950,6773,6986,7204,7376,7494,7599,7752,7944,8069,8170,8263,8460,8601,8731
"cli/cli","GitHub’s official command line tool",480.2,8.1,,21170,470,1.7,3.65,2.83,1.29,12.86,16.73,21.8,58.93,58.01,,,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5913,7016,7592,8626,9877,10422,11079,16787,19188,19938,20668,21299
"geekcomputers/Python","My Python Examples",3344.5,19.5,,20148,453,1.64,3.7,2.82,,4.79,8.94,13.26,12.11,12.13,15.34,10.83,6.03,4187,4420,4748,5061,5347,5639,5905,6156,6400,6578,7761,8324,8959,9247,9992,10419,10791,11046,11431,11968,12318,14144,15172,15497,15731,15995,16298,16682,17024,17556,17948,18213,18518,18947,19240,19886,20274
"microsoft/qlib","Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research, and create the value of AI technologies in quantitative investment. With Qlib, you c...",164.6,8.4,,3681,145,0.52,6.48,2.8,,6.29,14.89,33.48,,,,,28.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,616,678,3218,3801
"lawlite19/MachineLearning_Python","机器学习算法python实现",1561.2,40.6,,3579,142,0.51,6.53,2.8,,0.79,1.81,2.67,2.65,2.72,3,,2.31,478,537,619,692,754,812,884,941,1047,1122,1206,1301,1386,1435,1552,1705,1812,1889,2005,2117,2225,2338,2427,2524,2582,2652,2739,2831,2919,3022,3092,3171,3245,3331,3427,3520,3597
"apache/flink","Apache Flink",2424.6,7.9,,15257,373,1.35,4.02,2.79,0.71,5.43,7.89,9.79,9.34,9.66,13.05,7.91,6.3,3032,3134,3280,3423,3557,3687,3863,4039,4270,4508,4774,5235,5737,7258,7722,8153,8508,8884,9327,9775,10178,10506,10892,11410,11736,11907,12174,12487,12917,13203,13557,13837,14130,14368,14670,15021,15294
"formulahendry/955.WLB","955 不加班的公司名单 - 工作 955，work–life balance (工作与生活的平衡)",669.9,10.5,,23676,497,1.8,3.45,2.78,,11.14,17.33,14.3,25.33,15.4,,,35.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14817,15551,15773,16020,16234,16459,16663,16845,17638,18047,18144,18266,18408,18563,18724,19045,21432,21939,22363,22796,23142,23838
"amueller/word_cloud","A little word cloud generator in Python",3003.9,26.7,,7802,237,0.86,5,2.78,,1.71,2.27,3.17,3.08,3.84,3.88,3.82,2.6,3307,3431,3591,3751,3911,4059,4198,4306,4434,4553,4690,4823,4965,5096,5215,5337,5481,5601,5745,5862,5956,6034,6177,6284,6398,6584,6732,6864,7007,7121,7236,7330,7434,7511,7613,7731,7838
"jobbole/awesome-python-cn","Python资源大全中文版，包括：Web框架、网络爬虫、模板引擎、数据库、数据可视化、图片处理等，由「开源前哨」和「Python开发者」微信公号团队维护更新。",1910.5,18.8,,21177,462,1.67,3.59,2.78,1.57,7.36,13.15,12.34,9.45,9.67,11.46,11.59,11.13,7710,8097,8503,9076,9549,9925,10338,10812,11231,11584,11913,12387,12820,13149,13608,14116,14524,14907,15323,15735,16113,16469,16824,17260,17657,17889,18242,18624,18947,19205,19462,19680,19866,20061,20371,20787,21311
"databricks/koalas","Koalas: pandas API on Apache Spark",753,8.4,,2581,113,0.41,7.2,2.77,,1.07,1.51,1.57,1.69,2.44,,,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,437,779,902,1007,1084,1173,1333,1507,1621,1691,1810,1879,1970,2047,2153,2271,2340,2388,2438,2491,2534,2604
"google/leveldb","LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.",2343,13,,22755,481,1.74,3.48,2.76,0.29,5.07,7.76,9.03,8.75,8.95,9.67,10.11,9.72,11743,12074,12439,12852,13173,13491,13814,14082,14418,14721,14969,15308,15700,15987,16394,16838,17182,17488,17772,18084,18394,18677,18965,19237,19491,19707,19960,20248,20571,20901,21162,21395,21664,21933,22232,22521,22783
"mwouts/jupytext","Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts",955.7,10.2,,4209,155,0.56,6.06,2.74,,4,5.59,3.7,2.94,3.1,3.83,,4.41,0,0,0,0,0,3,6,8,908,1048,1151,1295,1412,1569,1707,1788,2386,2468,2581,2653,2717,2819,2900,3011,3079,3194,3296,3387,3456,3550,3672,3749,3808,3871,3951,4039,4236
"HKUST-Aerial-Robotics/VINS-Mono","A Robust and Versatile Monocular Visual-Inertial State Estimator",1346.5,16.8,,2761,117,0.42,6.97,2.74,0.57,1.29,1.45,1.84,1.68,1.8,2.11,,2.05,577,607,654,714,767,814,854,915,969,1026,1094,1164,1229,1275,1342,1439,1501,1558,1657,1779,1843,1934,2010,2055,2109,2154,2213,2271,2318,2392,2458,2510,2549,2598,2659,2722,2778
"matplotlib/cheatsheets","Official Matplotlib cheat sheets",265.2,14.5,,3107,126,0.46,6.67,2.73,,1.43,2.3,2.67,4.96,,,,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2202,2634,2775,2862,2948,3037,3127
"leisurelicht/wtfpython-cn","wtfpython的中文翻译/施工结束/ 能力有限，欢迎帮我改进翻译",807.5,39.5,,10989,292,1.06,4.37,2.72,,0.93,1.55,2.5,3.07,3.84,7.91,,13.93,0,0,0,0,0,0,0,0,0,0,0,3585,5214,5879,6363,6760,6975,7375,7969,8315,8472,8807,8966,9209,9584,9680,9805,9998,10124,10341,10425,10507,10631,10757,10851,10938,11006
"TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials","A comprehensive list of Deep Learning / Artificial Intelligence and Machine Learning tutorials - rapidly expanding into areas of AI/Deep Learning / Machine Vision / NLP and industry specific areas suc...",1292.1,30.1,,2651,113,0.41,7.01,2.72,0.14,0.71,1.05,0.98,1.56,1.44,1.6,,2.07,529,598,674,735,820,928,1062,1134,1192,1256,1334,1417,1482,1555,1618,1696,1737,1786,1830,1888,1935,1971,2011,2081,2126,2168,2204,2252,2305,2326,2368,2463,2524,2564,2588,2621,2662
"Netflix/metaflow","Build and manage real-life data science projects with ease.",496.1,13.6,,3991,147,0.53,6.06,2.69,,1.21,1.91,3.8,3.31,3.39,,,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342,2751,2914,3036,3137,3222,3297,3384,3473,3564,3642,3750,3931,4018
"intel-analytics/BigDL","BigDL: Distributed Deep Learning Framework for Apache Spark",1610.6,20.6,,3688,139,0.5,6.2,2.68,0.14,0.5,0.39,0.58,0.8,1.38,1.36,,2.47,2149,2200,2254,2327,2382,2434,2486,2513,2552,2588,2625,2657,2696,2717,2760,2871,2961,2999,3056,3085,3105,3120,3143,3165,3190,3207,3236,3268,3286,3313,3546,3598,3618,3638,3654,3679,3697
"shogun-toolbox/shogun","Shōgun",3587.4,18.2,,2782,115,0.42,6.8,2.68,,0.14,0.53,0.59,0.56,0.71,0.77,1.05,0.78,1741,1850,1929,1973,2010,2046,2070,2086,2115,2155,2185,2206,2222,2243,2329,2351,2379,2402,2420,2435,2458,2477,2496,2513,2525,2549,2579,2599,2639,2662,2680,2697,2712,2728,2749,2766,2786
"amix/vimrc","The ultimate Vim configuration (vimrc)",3163.2,30.4,,23620,475,1.72,3.31,2.66,,4.93,7.73,8.49,8.75,9.93,10.57,10.48,7.47,11227,11558,11955,12339,12709,13100,13481,13903,14364,14785,15131,15529,15900,16247,16695,17147,17516,17817,18126,18413,18694,19014,19378,19677,19986,20269,20638,20993,21382,21713,22016,22282,22595,22837,23110,23377,23682
"apachecn/apachecn-algo-zh","ApacheCN 数据结构与算法译文集",1214.7,18.2,,10189,271,0.98,4.38,2.66,,0.14,0.62,1.05,0.87,0.74,3.96,,9.8,0,0,1,27,43,75,199,299,3025,5405,6431,6932,7297,8101,8720,9139,9482,9667,9764,9794,9828,9858,9882,9902,9918,9935,9955,9975,9996,10012,10030,10049,10064,10092,10140,10169,10197
"bulletphysics/bullet3","Bullet Physics SDK: real-time collision detection and multi-physics simulation for VR, games, visual effects, robotics, machine learning etc.",3576.1,9.9,,7428,219,0.79,4.85,2.65,0.29,2.14,4.01,4.67,4.52,4.66,4.27,3.32,2.08,3020,3119,3214,3309,3423,3529,3636,3727,3801,3934,4044,4181,4311,4414,4555,4680,4811,4906,5011,5154,5258,5377,5493,5612,5728,5836,5959,6122,6313,6484,6605,6730,6867,7005,7145,7308,7461
"tensorflow/tfjs","A WebGL accelerated JavaScript library for training and deploying ML models.",1057.6,8.8,,14518,339,1.23,3.84,2.62,,3.5,4.37,5.13,5.45,5.99,6.36,,13.78,0,0,2,6077,7059,7564,8025,8324,8662,8944,9315,9613,9875,10121,10388,10556,10715,10829,10979,11152,11492,11695,11879,12142,12330,12534,12744,12941,13146,13352,13522,13700,13883,14048,14233,14382,14629
"fluentpython/example-code","Example code for the book Fluent Python, First Edition (O'Reilly, 2015)",2295.2,32.7,,4522,155,0.56,5.64,2.61,0.14,1.07,1.78,2.32,2.54,2.68,2.98,2.38,1.97,1270,1354,1442,1531,1618,1706,1795,1892,1975,2057,2132,2230,2348,2428,2539,2649,2732,2803,2976,3066,3169,3256,3358,3441,3544,3626,3723,3807,3897,3981,4059,4144,4237,4311,4396,4470,4543
"nl8590687/ASRT_SpeechRecognition","A Deep-Learning-Based Chinese Speech Recognition System 基于深度学习的中文语音识别系统",1421.2,10.6,,3732,134,0.48,5.91,2.57,,2.64,3.06,3.51,3.36,3.76,4.47,,2.63,7,8,11,35,67,108,144,182,224,277,324,390,470,787,928,1087,1266,1380,1547,1687,1833,1949,2109,2259,2360,2458,2598,2757,2893,2998,3119,3215,3318,3411,3511,3638,3779
"pytest-dev/pytest","The pytest framework makes it easy to write small tests, yet scales to support complex functional testing",2051,8,,6930,203,0.73,4.82,2.57,0.29,2.86,3.32,3.63,4.17,4.53,4.81,3.55,3.38,2042,2149,2247,2346,2480,2600,2695,2827,2936,3047,3164,3302,3417,3594,3782,3916,4082,4241,4421,4573,4716,4860,5012,5143,5280,5404,5565,5728,5894,6028,6170,6326,6467,6601,6720,6830,6959
"sloria/TextBlob","Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation, and more.",2766.1,14.3,,7484,213,0.77,4.68,2.56,,0.36,0.89,2.04,2.03,2.23,2.35,2.67,2.71,4523,4642,4778,4881,4992,5089,5167,5251,5349,5466,5566,5668,5765,5834,5921,6006,6090,6186,6271,6337,6419,6511,6573,6619,6671,6734,6818,6886,6980,7061,7114,7177,7238,7298,7393,7457,7492
"apache/kafka","Mirror of Apache Kafka",3451.1,8.1,,17796,376,1.36,3.48,2.54,1.57,4.57,6.28,8.16,8.32,8.99,9.94,8.47,5.16,6832,7108,7419,7727,8063,8360,8664,9014,9310,9552,9856,10219,10553,10804,11161,11528,11889,12219,12696,13034,13379,13653,13955,14285,14526,14714,15012,15344,15669,16002,16288,16569,16855,17063,17314,17617,17941
"nlohmann/json","JSON for Modern C++",2762.5,8,,22772,441,1.59,3.19,2.53,1.29,7.71,10.32,23.95,18.77,16.34,14.61,11.51,10.27,7697,8111,8480,8841,9157,9444,9763,10135,10501,10998,11378,11756,12113,12448,12879,13268,13575,13877,14213,14650,14958,15624,16109,16473,16814,17147,17508,17897,18258,18953,19352,19867,20243,20593,21488,22464,22892
"gzc/CLRS",":notebook:Solutions to Introduction to Algorithms",2610.5,8.5,,6946,200,0.72,4.74,2.53,,1.29,2.01,2.41,2.42,2.36,3.18,3.73,3.35,2904,3083,3257,3447,3613,3793,3895,4000,4141,4294,4419,4522,4625,4735,4885,5233,5371,5493,5591,5659,5767,5867,5958,6026,6080,6152,6225,6304,6369,6438,6501,6567,6654,6723,6798,6881,6962
"gto76/python-cheatsheet","Comprehensive Python Cheatsheet",1096.7,12,,18196,379,1.37,3.43,2.52,,8.29,13.38,29.9,26.89,22.25,24.28,,17.57,0,0,14,19,19,19,19,20,20,20,20,22,484,3416,3946,4103,4202,4255,7861,8505,8783,9441,9628,9789,10086,10622,11878,12330,12546,12839,13300,15157,15343,15480,16722,17800,18296
"microsoft/malmo","Project Malmo is a platform for Artificial Intelligence experimentation and research built on top of Minecraft. We aim to inspire a new generation of research into challenging new problems presented b...",1714.3,20.2,,3624,129,0.47,5.86,2.52,,0.21,0.26,0.45,0.52,0.61,0.82,,2.12,2588,2619,2667,2705,2749,2792,2820,2852,2897,2924,2959,2997,3025,3056,3086,3117,3161,3199,3239,3265,3289,3315,3332,3382,3403,3425,3447,3475,3492,3512,3531,3547,3563,3584,3608,3617,3627
"sanic-org/sanic","Async Python 3.6+ web server/framework | Build fast. Run fast.",1705.7,14.3,,14459,324,1.17,3.69,2.52,,1.5,3.09,3.4,3.39,3.68,5.03,,9.25,7806,8118,8366,8648,8853,9077,9326,9623,9841,10063,10255,10518,10784,11016,11252,11497,11713,11894,12100,12306,12480,12618,12810,12947,13114,13232,13366,13496,13619,13726,13840,13947,14038,14148,14254,14364,14471
"JaidedAI/EasyOCR","Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",317.4,11.7,,9968,252,0.91,4.16,2.51,,10.86,12.33,16.46,19.41,,,,31.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,66,105,6437,7197,8212,8477,8739,9604,10072
"python/mypy","Optional static typing for Python 3 and 2 (PEP 484)",2971.3,7.8,,9743,249,0.9,4.2,2.51,,4.07,4.21,5.21,5.47,5.79,6.31,4.88,3.28,3184,3298,3438,3589,3777,3935,4078,4224,4445,4633,4797,4968,5131,5269,5484,5711,5970,6101,6259,6444,6722,6989,7249,7416,7622,7808,8015,8217,8399,8580,8740,8920,9088,9263,9449,9609,9825
"mahmoud/awesome-python-applications","💿 Free software that works great, and also happens to be open-source Python. ",803.6,31.2,,12312,290,1.05,3.87,2.51,,2,2.7,4.13,5.05,5.06,8.94,,15.59,0,0,0,0,0,0,0,0,0,0,0,3195,5785,6308,6999,7366,7832,8115,8360,8670,8900,9765,10055,10289,10462,10612,10786,10973,11113,11239,11387,11530,11809,11932,12107,12226,12345
"willmcgugan/rich","Rich is a Python library for rich text and beautiful formatting in the terminal.",442.2,10.3,,20368,405,1.46,3.27,2.5,,19,67.46,78.58,57.37,55.6,,,51.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,86,565,709,898,5031,7354,9910,11787,12376,13210,14765,18329,20479
"lyst/lightfm","A Python implementation of LightFM, a hybrid recommendation algorithm.",2006.5,8,,3456,124,0.45,5.9,2.5,,0.43,0.99,1.33,1.45,1.56,1.75,1.64,1.72,1415,1462,1532,1587,1651,1714,1791,1847,1903,1957,2025,2112,2179,2241,2316,2390,2454,2515,2582,2638,2700,2749,2810,2850,2886,2933,2980,3023,3079,3141,3191,3238,3291,3334,3374,3426,3474
"FreeCAD/FreeCAD","This is the official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler. Issues are managed on our own bug tracker at https://www.freecadweb.org/tracker",3060.5,7.8,,8551,225,0.81,4.33,2.48,0.57,4.43,5.85,7.99,15.35,10.29,7.31,4.43,2.8,1892,1976,2060,2323,2410,2486,2565,2647,2754,2847,2957,3056,3220,3345,3482,3624,3765,3887,4025,4153,4292,4392,4540,4661,4799,4940,5070,5243,5446,5597,5754,5943,7303,7826,8037,8377,8634
"ouyanghuiyu/chineseocr_lite","超轻量级中文ocr，支持竖排文字识别, 支持ncnn推理 ( dbnet(1.8M) + crnn(2.5M) + anglenet(378KB)) 总模型仅4.7M",333.5,10.7,,6215,182,0.66,4.82,2.48,,2.43,3.75,4.92,5.92,,,,18.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,4111,4597,4890,5132,5443,5626,5765,5928,6099,6406
"mementum/backtrader","Python Backtesting library for trading strategies",2207.6,20.5,,5411,165,0.6,5.02,2.47,,3.57,6.64,6.77,6.16,6.13,4.69,2.88,2.65,1045,1135,1210,1284,1359,1435,1514,1584,1661,1736,1812,1887,1993,2069,2161,2256,2386,2478,2569,2662,2774,2876,2977,3061,3183,3319,3470,3683,3914,4131,4296,4481,4640,4803,5003,5219,5492
"google/or-tools","Google's Operations Research tools:",2165.8,8.5,,6500,186,0.67,4.71,2.46,,1.57,2.2,3.22,3.49,4.63,4.21,3.1,3.01,2108,2190,2319,2415,2507,2608,2691,2817,2960,3064,3186,3289,3422,3551,3700,3853,3963,4083,4198,4295,4396,4513,4610,4707,4807,4914,5320,5463,5606,5731,5861,5948,6052,6203,6311,6430,6522
"python-poetry/poetry","Python dependency management and packaging made easy.",1062.2,8.5,,13520,302,1.09,3.67,2.45,,4.64,7.76,10.52,11.58,13.52,14.53,,12.73,0,0,214,416,716,893,1106,1244,1404,1750,2082,2589,2904,3200,3556,3901,4352,4720,5025,5640,5951,6377,6887,8131,8577,9060,9511,10006,10496,10991,11396,11807,12182,12550,12914,13274,13565
"great-expectations/great_expectations","Always know what to expect from your data.",1232.9,8.7,,3426,121,0.44,5.81,2.45,,4.57,4.47,5.69,6.62,6.15,4.2,,2.78,17,47,107,133,198,216,241,289,309,318,325,346,360,402,438,485,518,567,633,664,726,775,903,1069,1180,1424,1549,1666,1861,2065,2215,2465,2663,2904,3099,3287,3480
"openMVG/openMVG","open Multiple View Geometry library. Basis for 3D computer vision and Structure from Motion.",2908.2,25.8,,3313,118,0.43,5.86,2.45,0.14,1.29,1.61,2.13,2.01,1.93,1.85,1.54,1.14,1399,1441,1498,1562,1612,1653,1692,1736,1768,1810,1846,1899,1966,2018,2079,2142,2203,2267,2324,2356,2405,2442,2511,2570,2610,2651,2704,2761,2826,2893,2948,2995,3071,3120,3190,3266,3322
"Blizzard/s2client-proto","StarCraft II Client - protocol definitions used to communicate with StarCraft II.",1283.8,8.7,,3357,119,0.43,5.83,2.45,,0.43,0.39,0.5,0.58,0.62,0.93,,2.64,2141,2178,2212,2257,2304,2350,2402,2445,2479,2513,2550,2577,2678,2740,2772,2792,2816,2840,2876,2897,2923,2953,3054,3108,3130,3148,3170,3190,3204,3232,3251,3271,3289,3310,3327,3344,3369
"huseinzol05/Stock-Prediction-Models","Gathers machine learning and deep learning models for Stock forecasting including trading bots and simulations",1134.4,20.4,,3126,113,0.41,5.95,2.44,,1.64,4.08,4.98,4.7,4.87,4.19,,2.77,3,4,7,8,11,12,14,15,18,22,34,44,75,102,148,340,455,558,658,777,883,983,1092,1211,1353,1479,1621,1809,1968,2123,2274,2426,2566,2677,2830,3007,3166
"spotify/luigi","Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution, workflow management, visualization etc. It also comes with Hadoop support built in. ",3049.3,8.1,,14127,309,1.12,3.6,2.44,,2.79,2.83,3.48,3.53,4.15,4.93,5.69,4.63,8136,8348,8544,8741,8980,9160,9344,9552,9779,9997,10186,10367,10523,10699,10912,11152,11343,11532,11712,11894,12021,12171,12329,12481,12610,12791,12920,13076,13233,13356,13479,13587,13701,13805,13925,14037,14176
"cchen156/Learning-to-See-in-the-Dark","Learning to See in the Dark. CVPR 2018",1025.9,32.6,,4964,153,0.55,5.07,2.42,,0.57,0.85,1.17,1.3,4.66,3.64,,4.9,0,0,0,4,1203,1603,1719,1784,1915,2057,2155,2229,2305,2370,2429,2490,2530,2579,2901,3013,3063,3109,3181,3230,3264,3295,3341,4516,4649,4696,4727,4776,4822,4858,4899,4938,4972
"apache/arrow","Apache Arrow is a cross-language development platform for in-memory data. It specifies a standardized language-independent columnar memory format for flat and hierarchical data, organized for efficien...",1804.6,7.8,,6892,190,0.69,4.53,2.42,0.57,3.5,4.31,6.28,6.4,5.39,5.2,,3.82,1479,1585,1685,1827,1930,2035,2166,2287,2423,2548,2691,2911,3098,3264,3493,3672,3858,3997,4159,4312,4453,4583,4705,4829,4929,5041,5155,5301,5444,5580,5729,6024,6180,6323,6589,6766,6956
"Mooophy/Cpp-Primer","C++ Primer 5 answers",2453.3,23.2,,5851,170,0.61,4.78,2.41,0.14,2.57,2.86,3.25,3.18,3.05,3.25,2.76,2.4,2470,2555,2648,2746,2830,2899,2976,3046,3131,3205,3304,3391,3482,3567,3671,3767,3939,4012,4121,4227,4346,4459,4572,4656,4743,4832,4915,5031,5118,5192,5277,5361,5453,5559,5665,5769,5904
"google/glog","C++ implementation of the Google logging module",2163.6,39.7,,4261,137,0.5,5.29,2.4,0.29,1,1.22,2.08,1.99,2.11,2.27,2.07,1.98,1771,1836,1903,1963,2020,2079,2161,2237,2306,2377,2441,2518,2604,2660,2754,2848,2927,2993,3069,3139,3200,3276,3353,3421,3494,3538,3604,3687,3766,3839,3900,3964,4006,4073,4142,4226,4275
"mozilla/TTS",":robot: :speech_balloon: Deep learning for Text to Speech  (Discussion forum: https://discourse.mozilla.org/c/tts)",1098.3,9.1,,3064,110,0.4,5.91,2.4,,1.93,2.63,3.67,3.72,3.74,3.36,,2.79,6,24,94,124,208,245,282,303,339,406,463,531,607,659,749,843,916,994,1081,1197,1317,1412,1503,1602,1697,1780,1881,2001,2143,2255,2383,2489,2611,2727,2865,2981,3129
"PaddlePaddle/PaddleHub","Awesome pre-trained models toolkit based on PaddlePaddle.（180+ models including Image, Text, Audio and Video with Easy Inference & Serving deployment)",766.6,12.5,,4427,140,0.51,5.2,2.39,,3.5,7.5,29.78,17.37,11.05,,,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,59,100,235,256,290,308,333,362,390,455,545,909,1069,1164,1254,1453,1607,1706,1974,4196,4452
"pyenv/pyenv","Simple Python version management",3069.6,9.4,,22084,409,1.48,3.05,2.39,0.71,7.93,10.92,11.81,11.58,12.13,11.65,10.2,7.2,9239,9559,10021,10348,10693,11001,11420,11758,12121,12511,12850,13200,13582,13947,14299,14698,15029,15370,15685,15986,16271,16588,16970,17300,17661,18012,18368,18789,19212,19656,19975,20346,20663,21010,21367,21756,22167
